id,account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd
21,1021,2016-01-10T09:29:45.000Z,535,,34,569,2669.65,0.00,276.08,2945.73
22,1021,2016-02-09T00:50:46.000Z,502,4,9,515,2504.98,29.96,73.08,2608.02
23,1021,2016-03-10T00:38:52.000Z,555,19,4,578,2769.45,142.31,32.48,2944.24
24,1031,2016-12-25T03:54:27.000Z,1148,,215,1363,5728.52,0.00,1745.80,7474.32
25,1041,2016-10-14T23:54:21.000Z,298,28,69,395,1487.02,209.72,560.28,2257.02
26,1041,2016-11-13T10:11:52.000Z,307,22,,329,1531.93,164.78,0.00,1696.71
27,1041,2016-12-12T07:50:01.000Z,157,34,21,212,783.43,254.66,170.52,1208.61
28,1051,2016-08-02T20:13:27.000Z,505,84,,589,2519.95,629.16,0.00,3149.11
29,1051,2016-09-01T05:38:19.000Z,498,35,9,542,2485.02,262.15,73.08,2820.25
30,1051,2016-10-01T00:48:28.000Z,486,,1,487,2425.14,0.00,8.12,2433.26
31,1051,2016-10-31T06:47:30.000Z,505,71,19,595,2519.95,531.79,154.28,3206.02
32,1051,2016-11-30T07:31:16.000Z,490,18,,508,2445.10,134.82,0.00,2579.92
33,1051,2016-12-30T08:45:43.000Z,495,1,1,497,2470.05,7.49,8.12,2485.66
34,1061,2016-10-19T16:04:11.000Z,290,52,23,365,1447.10,389.48,186.76,2023.34
35,1061,2016-11-17T08:43:27.000Z,249,3,17,269,1242.51,22.47,138.04,1403.02
36,1061,2016-12-16T21:32:36.000Z,290,22,18,330,1447.10,164.78,146.16,1758.04
37,1071,2016-12-13T09:01:03.000Z,803,31,19,853,4006.97,232.19,154.28,4393.44
38,1081,2015-02-12T22:57:54.000Z,283,61,23,367,1412.17,456.89,186.76,2055.82
39,1081,2015-03-13T09:48:32.000Z,309,,25,334,1541.91,0.00,203.00,1744.91
40,1081,2015-04-12T04:38:22.000Z,292,30,11,333,1457.08,224.70,89.32,1771.10
41,1081,2015-05-12T23:20:46.000Z,273,30,19,322,1362.27,224.70,154.28,1741.25
42,1081,2015-06-11T13:43:57.000Z,291,36,62,389,1452.09,269.64,503.44,2225.17
43,1081,2015-07-11T23:17:32.000Z,433,18,73,524,2160.67,134.82,592.76,2888.25
44,1081,2015-08-09T18:29:20.000Z,297,24,9,330,1482.03,179.76,73.08,1734.87
45,1081,2015-09-07T15:35:21.000Z,293,30,20,343,1462.07,224.70,162.40,1849.17
46,1081,2015-11-06T04:19:20.000Z,321,38,16,375,1601.79,284.62,129.92,2016.33
47,1081,2015-12-05T21:51:34.000Z,311,31,7,349,1551.89,232.19,56.84,1840.92
48,1081,2016-01-03T23:21:47.000Z,314,20,208,542,1566.86,149.80,1688.96,3405.62
49,1081,2016-02-01T20:00:37.000Z,298,26,25,349,1487.02,194.74,203.00,1884.76
50,1081,2016-03-02T06:07:31.000Z,270,40,31,341,1347.30,299.60,251.72,1898.62
51,1081,2016-04-30T07:46:13.000Z,501,26,15,542,2499.99,194.74,121.80,2816.53
52,1081,2016-05-30T04:02:38.000Z,273,74,29,376,1362.27,554.26,235.48,2152.01
53,1081,2016-06-28T06:18:20.000Z,328,25,21,374,1636.72,187.25,170.52,1994.49
54,1081,2016-07-28T22:48:55.000Z,302,54,19,375,1506.98,404.46,154.28,2065.72
55,1081,2016-08-26T16:47:57.000Z,272,25,30,327,1357.28,187.25,243.60,1788.13
56,1081,2016-09-24T09:47:30.000Z,319,45,101,465,1591.81,337.05,820.12,2748.98
57,1081,2016-10-24T21:46:10.000Z,303,28,,331,1511.97,209.72,0.00,1721.69
58,1081,2016-11-23T04:38:57.000Z,334,25,20,379,1666.66,187.25,162.40,2016.31
59,1081,2016-12-23T13:19:56.000Z,293,29,,322,1462.07,217.21,0.00,1679.28
60,1091,2014-08-15T05:38:05.000Z,150,,19,169,748.50,0.00,154.28,902.78
61,1091,2014-09-13T05:11:21.000Z,150,28,16,194,748.50,209.72,129.92,1088.14
62,1091,2014-10-13T12:12:55.000Z,146,196,3,345,728.54,1468.04,24.36,2220.94
63,1091,2014-11-12T06:54:10.000Z,146,10,17,173,728.54,74.90,138.04,941.48
64,1091,2014-12-11T10:36:32.000Z,261,25,13,299,1302.39,187.25,105.56,1595.20
65,1091,2015-01-09T14:16:50.000Z,148,15,92,255,738.52,112.35,747.04,1597.91
66,1091,2015-02-08T10:01:50.000Z,132,14,10,156,658.68,104.86,81.20,844.74
67,1091,2015-04-07T13:29:20.000Z,95,,,95,474.05,0.00,0.00,474.05
68,1091,2015-06-05T19:18:24.000Z,150,,11,161,748.50,0.00,89.32,837.82
69,1091,2015-07-05T02:45:54.000Z,145,,9,154,723.55,0.00,73.08,796.63
70,1091,2015-08-03T12:02:33.000Z,122,5,,127,608.78,37.45,0.00,646.23
71,1091,2015-09-01T14:30:59.000Z,150,19,21,190,748.50,142.31,170.52,1061.33
72,1091,2015-10-01T15:53:49.000Z,163,25,,188,813.37,187.25,0.00,1000.62
73,1091,2015-10-31T16:07:00.000Z,135,,8,143,673.65,0.00,64.96,738.61
74,1091,2015-11-29T21:32:47.000Z,162,13,,175,808.38,97.37,0.00,905.75
75,1091,2015-12-28T18:48:29.000Z,144,10,17,171,718.56,74.90,138.04,931.50
76,1091,2016-01-26T06:32:50.000Z,153,,69,222,763.47,0.00,560.28,1323.75
77,1091,2016-02-25T07:04:29.000Z,144,5,19,168,718.56,37.45,154.28,910.29
78,1091,2016-03-25T22:26:45.000Z,99,,33,132,494.01,0.00,267.96,761.97
79,1091,2016-04-24T07:33:58.000Z,145,,15,160,723.55,0.00,121.80,845.35
80,1091,2016-05-23T07:40:57.000Z,156,,11,167,778.44,0.00,89.32,867.76
81,1091,2016-06-22T01:09:48.000Z,149,8,,157,743.51,59.92,0.00,803.43
82,1091,2016-07-21T18:51:18.000Z,148,,50,198,738.52,0.00,406.00,1144.52
83,1091,2016-08-20T04:50:59.000Z,137,12,6,155,683.63,89.88,48.72,822.23
84,1091,2016-09-18T20:57:59.000Z,172,,15,187,858.28,0.00,121.80,980.08
85,1091,2016-10-17T13:31:48.000Z,146,10,,156,728.54,74.90,0.00,803.44
86,1091,2016-11-15T18:16:13.000Z,254,2,5,261,1267.46,14.98,40.60,1323.04
87,1091,2016-12-14T21:26:59.000Z,153,,13,166,763.47,0.00,105.56,869.03
88,1101,2015-06-24T13:08:15.000Z,182,339,17,538,908.18,2539.11,138.04,3585.33
89,1101,2015-08-22T19:40:36.000Z,175,20,19,214,873.25,149.80,154.28,1177.33
90,1101,2015-09-21T05:12:37.000Z,139,,,139,693.61,0.00,0.00,693.61
91,1101,2015-10-21T16:35:51.000Z,148,,17,165,738.52,0.00,138.04,876.56
92,1101,2015-11-21T00:11:01.000Z,155,5,34,194,773.45,37.45,276.08,1086.98
93,1101,2015-12-19T18:36:08.000Z,158,52,2,212,788.42,389.48,16.24,1194.14
94,1101,2016-01-17T14:32:49.000Z,149,11,6,166,743.51,82.39,48.72,874.62
95,1101,2016-02-15T07:57:58.000Z,168,1,2,171,838.32,7.49,16.24,862.05
96,1101,2016-03-15T11:36:03.000Z,14,8,16,38,69.86,59.92,129.92,259.70
97,1101,2016-04-14T00:14:37.000Z,160,16,,176,798.40,119.84,0.00,918.24
98,1101,2016-05-13T02:19:44.000Z,163,16,22,201,813.37,119.84,178.64,1111.85
99,1101,2016-06-12T12:56:04.000Z,150,,12,162,748.50,0.00,97.44,845.94
100,1111,2015-11-15T17:49:49.000Z,301,77,23,401,1501.99,576.73,186.76,2265.48
101,1111,2015-12-15T22:02:35.000Z,349,41,,390,1741.51,307.09,0.00,2048.60
102,1121,2015-08-26T00:32:35.000Z,293,33,11,337,1462.07,247.17,89.32,1798.56
103,1121,2015-09-25T13:56:00.000Z,298,64,,362,1487.02,479.36,0.00,1966.38
104,1121,2015-10-24T15:43:59.000Z,298,72,27,397,1487.02,539.28,219.24,2245.54
105,1121,2015-11-22T17:26:40.000Z,331,32,10,373,1651.69,239.68,81.20,1972.57
106,1121,2015-12-21T01:14:30.000Z,291,,16,307,1452.09,0.00,129.92,1582.01
107,1121,2016-01-20T15:31:29.000Z,200,38,22,260,998.00,284.62,178.64,1461.26
108,1121,2016-02-19T18:07:00.000Z,284,48,7,339,1417.16,359.52,56.84,1833.52
109,1121,2016-03-19T07:18:30.000Z,294,26,,320,1467.06,194.74,0.00,1661.80
110,1121,2016-04-18T15:26:58.000Z,298,,21,319,1487.02,0.00,170.52,1657.54
111,1121,2016-05-17T13:18:04.000Z,304,40,26,370,1516.96,299.60,211.12,2027.68
112,1121,2016-07-15T03:35:43.000Z,294,19,13,326,1467.06,142.31,105.56,1714.93
113,1121,2016-08-13T20:41:27.000Z,302,14,,316,1506.98,104.86,0.00,1611.84
114,1121,2016-09-11T23:20:42.000Z,305,19,,324,1521.95,142.31,0.00,1664.26
115,1121,2016-10-10T10:54:31.000Z,303,30,133,466,1511.97,224.70,1079.96,2816.63
116,1121,2016-11-08T02:29:47.000Z,294,23,47,364,1467.06,172.27,381.64,2020.97
117,1121,2016-12-07T18:48:16.000Z,321,38,9,368,1601.79,284.62,73.08,1959.49
118,1131,2016-05-13T06:54:10.000Z,377,8,32,417,1881.23,59.92,259.84,2200.99
119,1131,2016-06-12T12:29:45.000Z,,30,23,53,0.00,224.70,186.76,411.46
120,1131,2016-07-12T00:17:14.000Z,296,32,22,350,1477.04,239.68,178.64,1895.36
121,1131,2016-08-10T23:47:41.000Z,273,134,,407,1362.27,1003.66,0.00,2365.93
122,1131,2016-09-09T17:07:16.000Z,310,21,,331,1546.90,157.29,0.00,1704.19
123,1131,2016-10-09T15:13:25.000Z,307,20,38,365,1531.93,149.80,308.56,1990.29
124,1131,2016-11-07T05:10:56.000Z,,,,,0.00,0.00,0.00,0.00
125,1131,2016-12-07T06:28:31.000Z,303,28,,331,1511.97,209.72,0.00,1721.69
126,1141,2016-09-24T03:35:17.000Z,193,,,193,963.07,0.00,0.00,963.07
127,1141,2016-10-23T20:29:12.000Z,174,,34,208,868.26,0.00,276.08,1144.34
128,1141,2016-11-22T20:51:49.000Z,150,,7,157,748.50,0.00,56.84,805.34
129,1141,2016-12-21T15:52:58.000Z,143,1045,2157,3345,713.57,7827.05,17514.84,26055.46
130,1151,2016-12-30T05:02:46.000Z,503,,56,559,2509.97,0.00,454.72,2964.69
131,1161,2016-03-06T03:01:33.000Z,366,35,13,414,1826.34,262.15,105.56,2194.05
132,1161,2016-04-05T22:03:16.000Z,518,10,8,536,2584.82,74.90,64.96,2724.68
133,1161,2016-05-05T10:04:06.000Z,495,37,,532,2470.05,277.13,0.00,2747.18
134,1161,2016-06-04T09:20:44.000Z,497,99,22,618,2480.03,741.51,178.64,3400.18
135,1161,2016-07-03T10:40:49.000Z,511,,13,524,2549.89,0.00,105.56,2655.45
136,1161,2016-08-01T17:54:19.000Z,495,,28,523,2470.05,0.00,227.36,2697.41
137,1161,2016-08-31T03:20:24.000Z,458,2,27,487,2285.42,14.98,219.24,2519.64
138,1161,2016-09-29T07:56:39.000Z,423,10,21,454,2110.77,74.90,170.52,2356.19
139,1161,2016-10-28T07:33:35.000Z,501,7,,508,2499.99,52.43,0.00,2552.42
140,1161,2016-11-26T12:57:21.000Z,427,16,16,459,2130.73,119.84,129.92,2380.49
141,1161,2016-12-25T20:33:25.000Z,509,7,6,522,2539.91,52.43,48.72,2641.06
142,1171,2016-08-24T20:41:08.000Z,332,32,13,377,1656.68,239.68,105.56,2001.92
143,1171,2016-09-23T03:36:03.000Z,298,,66,364,1487.02,0.00,535.92,2022.94
144,1171,2016-10-22T17:50:39.000Z,288,22,26,336,1437.12,164.78,211.12,1813.02
145,1171,2016-11-20T03:49:54.000Z,271,29,26,326,1352.29,217.21,211.12,1780.62
146,1171,2016-12-20T18:09:01.000Z,257,34,63,354,1282.43,254.66,511.56,2048.65
147,1181,2013-12-17T23:02:57.000Z,339,,,339,1691.61,0.00,0.00,1691.61
148,1181,2014-01-16T12:41:35.000Z,511,1,27,539,2549.89,7.49,219.24,2776.62
149,1181,2014-02-14T08:36:49.000Z,487,3,19,509,2430.13,22.47,154.28,2606.88
150,1181,2014-03-16T04:54:17.000Z,481,14,15,510,2400.19,104.86,121.80,2626.85
151,1181,2014-04-14T13:50:32.000Z,505,,99,604,2519.95,0.00,803.88,3323.83
152,1181,2014-05-14T05:25:30.000Z,504,54,,558,2514.96,404.46,0.00,2919.42
153,1181,2014-06-13T09:44:25.000Z,510,7,,517,2544.90,52.43,0.00,2597.33
154,1181,2014-07-13T15:36:01.000Z,493,,,493,2460.07,0.00,0.00,2460.07
155,1181,2014-08-12T04:53:21.000Z,493,,18,511,2460.07,0.00,146.16,2606.23
156,1181,2014-09-10T19:12:10.000Z,501,19,,520,2499.99,142.31,0.00,2642.30
157,1181,2014-10-10T14:13:28.000Z,498,46,22,566,2485.02,344.54,178.64,3008.20
158,1181,2014-11-09T22:03:16.000Z,706,13,3,722,3522.94,97.37,24.36,3644.67
159,1181,2014-12-09T12:46:46.000Z,476,,4,480,2375.24,0.00,32.48,2407.72
160,1181,2015-01-08T07:23:41.000Z,476,,2,478,2375.24,0.00,16.24,2391.48
161,1181,2015-02-06T13:29:48.000Z,510,2,12,524,2544.90,14.98,97.44,2657.32
162,1181,2015-03-08T06:05:39.000Z,484,,35,519,2415.16,0.00,284.20,2699.36
163,1181,2015-04-06T03:14:32.000Z,489,1,9,499,2440.11,7.49,73.08,2520.68
164,1181,2015-05-06T13:45:56.000Z,508,21,,529,2534.92,157.29,0.00,2692.21
165,1181,2015-06-05T17:35:06.000Z,511,11,,522,2549.89,82.39,0.00,2632.28
166,1181,2015-07-04T20:58:59.000Z,491,,,491,2450.09,0.00,0.00,2450.09
167,1181,2015-08-03T18:02:01.000Z,500,,8,508,2495.00,0.00,64.96,2559.96
168,1181,2015-09-01T09:08:48.000Z,507,12,,519,2529.93,89.88,0.00,2619.81
169,1181,2015-10-01T22:44:46.000Z,477,27,26,530,2380.23,202.23,211.12,2793.58
170,1181,2015-10-31T08:48:08.000Z,535,8,,543,2669.65,59.92,0.00,2729.57
171,1181,2015-11-29T06:01:34.000Z,470,21,3,494,2345.30,157.29,24.36,2526.95
172,1181,2015-12-28T11:30:53.000Z,459,18,16,493,2290.41,134.82,129.92,2555.15
173,1181,2016-01-26T19:59:47.000Z,496,4,,500,2475.04,29.96,0.00,2505.00
174,1181,2016-02-25T17:33:00.000Z,495,15,4,514,2470.05,112.35,32.48,2614.88
175,1181,2016-03-25T19:26:28.000Z,471,,8,479,2350.29,0.00,64.96,2415.25
176,1181,2016-04-24T16:47:51.000Z,2188,50,12,2250,10918.12,374.50,97.44,11390.06
177,1181,2016-05-23T02:53:33.000Z,514,19,,533,2564.86,142.31,0.00,2707.17
178,1181,2016-06-22T05:29:19.000Z,492,4,,496,2455.08,29.96,0.00,2485.04
179,1181,2016-07-21T15:00:45.000Z,495,30,5,530,2470.05,224.70,40.60,2735.35
180,1181,2016-08-19T22:44:43.000Z,504,13,23,540,2514.96,97.37,186.76,2799.09
181,1181,2016-09-18T09:07:46.000Z,504,10,,514,2514.96,74.90,0.00,2589.86
182,1181,2016-10-18T09:56:10.000Z,507,14,20,541,2529.93,104.86,162.40,2797.19
183,1181,2016-11-17T09:12:10.000Z,509,13,76,598,2539.91,97.37,617.12,3254.40
184,1181,2016-12-17T22:14:14.000Z,428,,22,450,2135.72,0.00,178.64,2314.36
185,1191,2016-01-24T19:29:16.000Z,502,,17,519,2504.98,0.00,138.04,2643.02
186,1191,2016-02-23T10:30:36.000Z,485,18,17,520,2420.15,134.82,138.04,2693.01
187,1191,2016-03-23T21:33:31.000Z,485,134,,619,2420.15,1003.66,0.00,3423.81
188,1191,2016-04-22T03:09:53.000Z,497,23,11,531,2480.03,172.27,89.32,2741.62
189,1191,2016-05-21T23:11:38.000Z,500,,3,503,2495.00,0.00,24.36,2519.36
190,1191,2016-06-20T21:28:14.000Z,500,7,1,508,2495.00,52.43,8.12,2555.55
191,1191,2016-07-19T07:24:11.000Z,506,,12,518,2524.94,0.00,97.44,2622.38
192,1191,2016-08-18T16:04:15.000Z,496,30,,526,2475.04,224.70,0.00,2699.74
193,1191,2016-09-17T05:09:45.000Z,529,67,,596,2639.71,501.83,0.00,3141.54
194,1191,2016-10-16T19:29:55.000Z,471,,10,481,2350.29,0.00,81.20,2431.49
195,1191,2016-11-15T20:44:15.000Z,494,,5,499,2465.06,0.00,40.60,2505.66
196,1191,2016-12-15T20:49:47.000Z,,171,24,195,0.00,1280.79,194.88,1475.67
197,1201,2016-11-12T11:54:43.000Z,491,,,491,2450.09,0.00,0.00,2450.09
198,1201,2016-12-11T05:51:52.000Z,510,,11,521,2544.90,0.00,89.32,2634.22
199,1211,2016-11-22T08:08:54.000Z,259,29,23,311,1292.41,217.21,186.76,1696.38
200,1211,2016-12-21T23:39:04.000Z,311,22,10,343,1551.89,164.78,81.20,1797.87
201,1221,2015-01-20T10:54:29.000Z,491,14,,505,2450.09,104.86,0.00,2554.95
202,1221,2015-02-18T15:41:25.000Z,532,,104,636,2654.68,0.00,844.48,3499.16
203,1221,2015-03-19T12:18:21.000Z,508,,11,519,2534.92,0.00,89.32,2624.24
204,1221,2015-04-17T11:41:57.000Z,515,,24,539,2569.85,0.00,194.88,2764.73
205,1221,2015-05-16T19:44:32.000Z,336,14,18,368,1676.64,104.86,146.16,1927.66
206,1221,2015-06-15T08:14:22.000Z,533,,32,565,2659.67,0.00,259.84,2919.51
207,1221,2015-07-15T07:36:48.000Z,501,,34,535,2499.99,0.00,276.08,2776.07
208,1221,2015-08-14T09:55:14.000Z,464,,23,487,2315.36,0.00,186.76,2502.12
209,1221,2015-09-12T17:54:40.000Z,531,,10,541,2649.69,0.00,81.20,2730.89
210,1221,2015-10-11T13:32:14.000Z,492,12,22,526,2455.08,89.88,178.64,2723.60
211,1221,2015-11-09T23:30:42.000Z,497,,17,514,2480.03,0.00,138.04,2618.07
212,1221,2015-12-08T16:38:40.000Z,583,,,583,2909.17,0.00,0.00,2909.17
213,1221,2016-01-06T20:57:34.000Z,660,6,17,683,3293.40,44.94,138.04,3476.38
214,1221,2016-02-04T20:17:54.000Z,485,1345,21,1851,2420.15,10074.05,170.52,12664.72
215,1221,2016-03-04T19:49:15.000Z,512,,3,515,2554.88,0.00,24.36,2579.24
216,1221,2016-04-03T19:34:42.000Z,542,20,,562,2704.58,149.80,0.00,2854.38
217,1221,2016-05-03T07:17:08.000Z,500,,35,535,2495.00,0.00,284.20,2779.20
218,1221,2016-06-01T21:34:56.000Z,504,20,113,637,2514.96,149.80,917.56,3582.32
219,1221,2016-06-30T15:16:45.000Z,496,,78,574,2475.04,0.00,633.36,3108.40
220,1221,2016-07-29T23:05:35.000Z,496,5,9,510,2475.04,37.45,73.08,2585.57
221,1221,2016-08-27T08:04:03.000Z,510,,,510,2544.90,0.00,0.00,2544.90
222,1221,2016-09-26T18:25:38.000Z,495,16,11,522,2470.05,119.84,89.32,2679.21
223,1221,2016-10-26T08:45:50.000Z,494,10,,504,2465.06,74.90,0.00,2539.96
224,1221,2016-11-25T08:10:12.000Z,501,114,7,622,2499.99,853.86,56.84,3410.69
225,1221,2016-12-24T21:14:21.000Z,510,9,39,558,2544.90,67.41,316.68,2928.99
226,1231,2016-02-26T03:23:36.000Z,485,7,,492,2420.15,52.43,0.00,2472.58
227,1231,2016-03-27T11:31:53.000Z,715,29,12,756,3567.85,217.21,97.44,3882.50
228,1231,2016-04-26T17:01:44.000Z,522,9,7,538,2604.78,67.41,56.84,2729.03
229,1231,2016-05-26T17:41:23.000Z,498,9,4,511,2485.02,67.41,32.48,2584.91
230,1231,2016-07-24T06:33:56.000Z,508,,24,532,2534.92,0.00,194.88,2729.80
231,1231,2016-08-23T15:37:48.000Z,497,14,96,607,2480.03,104.86,779.52,3364.41
232,1231,2016-09-23T00:10:40.000Z,498,14,19,531,2485.02,104.86,154.28,2744.16
233,1231,2016-10-21T22:54:32.000Z,477,11,1,489,2380.23,82.39,8.12,2470.74
234,1231,2016-11-20T15:16:58.000Z,505,,1355,1860,2519.95,0.00,11002.60,13522.55
235,1231,2016-12-20T14:07:59.000Z,502,,,502,2504.98,0.00,0.00,2504.98
236,1241,2016-06-14T11:18:07.000Z,132,24,,156,658.68,179.76,0.00,838.44
237,1241,2016-07-13T13:16:49.000Z,259,13,,272,1292.41,97.37,0.00,1389.78
238,1241,2016-08-11T02:41:45.000Z,150,36,4,190,748.50,269.64,32.48,1050.62
239,1241,2016-09-09T18:13:45.000Z,165,13,,178,823.35,97.37,0.00,920.72
240,1241,2016-10-08T11:09:21.000Z,147,12,99,258,733.53,89.88,803.88,1627.29
241,1241,2016-11-07T06:24:11.000Z,155,12,6,173,773.45,89.88,48.72,912.05
242,1241,2016-12-06T15:03:16.000Z,136,,34,170,678.64,0.00,276.08,954.72
243,1251,2013-12-11T20:36:06.000Z,86,39,34,159,429.14,292.11,276.08,997.33
244,1251,2014-01-09T04:41:26.000Z,126,34,30,190,628.74,254.66,243.60,1127.00
245,1251,2014-02-07T21:05:25.000Z,94,24,25,143,469.06,179.76,203.00,851.82
246,1251,2014-03-08T06:23:33.000Z,86,34,24,144,429.14,254.66,194.88,878.68
247,1251,2014-04-07T10:57:41.000Z,101,28,20,149,503.99,209.72,162.40,876.11
248,1251,2014-05-07T21:11:36.000Z,80,90,28,198,399.20,674.10,227.36,1300.66
249,1251,2014-06-06T16:12:08.000Z,159,41,35,235,793.41,307.09,284.20,1384.70
250,1251,2014-07-05T04:17:47.000Z,100,28,42,170,499.00,209.72,341.04,1049.76
251,1251,2014-08-04T19:32:29.000Z,92,31,22,145,459.08,232.19,178.64,869.91
252,1251,2014-09-03T12:48:55.000Z,102,41,30,173,508.98,307.09,243.60,1059.67
253,1251,2014-10-02T23:07:32.000Z,97,30,13,140,484.03,224.70,105.56,814.29
254,1251,2014-11-01T02:15:24.000Z,,,17,17,0.00,0.00,138.04,138.04
255,1251,2014-12-01T09:31:47.000Z,101,21,24,146,503.99,157.29,194.88,856.16
256,1251,2014-12-30T02:30:01.000Z,336,52,12,400,1676.64,389.48,97.44,2163.56
257,1251,2015-01-28T10:17:39.000Z,135,34,68,237,673.65,254.66,552.16,1480.47
258,1261,2014-11-12T22:21:40.000Z,315,39,18,372,1571.85,292.11,146.16,2010.12
259,1261,2014-12-11T02:34:12.000Z,298,30,25,353,1487.02,224.70,203.00,1914.72
260,1261,2015-01-09T06:43:47.000Z,462,34,34,530,2305.38,254.66,276.08,2836.12
261,1261,2015-02-07T18:03:12.000Z,309,,12,321,1541.91,0.00,97.44,1639.35
262,1261,2015-03-08T16:12:33.000Z,277,566,35,878,1382.23,4239.34,284.20,5905.77
263,1261,2015-04-07T13:09:41.000Z,311,28,6,345,1551.89,209.72,48.72,1810.33
264,1261,2015-05-06T17:37:10.000Z,314,38,,352,1566.86,284.62,0.00,1851.48
265,1261,2015-06-04T01:49:55.000Z,361,37,38,436,1801.39,277.13,308.56,2387.08
266,1261,2015-07-03T18:18:41.000Z,308,24,5,337,1536.92,179.76,40.60,1757.28
267,1261,2015-08-02T23:28:52.000Z,311,44,28,383,1551.89,329.56,227.36,2108.81
268,1261,2015-08-31T20:40:53.000Z,241,89,,330,1202.59,666.61,0.00,1869.20
269,1261,2015-09-29T11:40:31.000Z,298,9,,307,1487.02,67.41,0.00,1554.43
270,1261,2015-10-29T03:45:08.000Z,295,105,,400,1472.05,786.45,0.00,2258.50
271,1261,2015-11-27T01:54:14.000Z,293,38,28,359,1462.07,284.62,227.36,1974.05
272,1261,2015-12-27T19:08:47.000Z,304,24,31,359,1516.96,179.76,251.72,1948.44
273,1261,2016-01-26T03:36:10.000Z,306,24,1,331,1526.94,179.76,8.12,1714.82
274,1261,2016-02-25T13:09:22.000Z,48,27,25,100,239.52,202.23,203.00,644.75
275,1261,2016-03-26T09:17:30.000Z,248,43,15,306,1237.52,322.07,121.80,1681.39
276,1261,2016-04-24T02:27:52.000Z,310,67,28,405,1546.90,501.83,227.36,2276.09
277,1261,2016-05-23T18:13:17.000Z,286,13,47,346,1427.14,97.37,381.64,1906.15
278,1261,2016-06-22T02:13:56.000Z,303,28,25,356,1511.97,209.72,203.00,1924.69
279,1261,2016-07-21T09:23:06.000Z,328,55,,383,1636.72,411.95,0.00,2048.67
280,1261,2016-08-19T12:09:31.000Z,280,,14,294,1397.20,0.00,113.68,1510.88
281,1261,2016-09-18T04:02:28.000Z,304,,14,318,1516.96,0.00,113.68,1630.64
282,1261,2016-10-17T08:27:40.000Z,330,68,7,405,1646.70,509.32,56.84,2212.86
283,1261,2016-11-15T19:14:01.000Z,288,2,47,337,1437.12,14.98,381.64,1833.74
284,1261,2016-12-15T05:00:47.000Z,286,71,32,389,1427.14,531.79,259.84,2218.77
285,1271,2015-10-28T12:07:44.000Z,94,7,38,139,469.06,52.43,308.56,830.05
286,1271,2015-11-26T06:17:51.000Z,104,20,55,179,518.96,149.80,446.60,1115.36
287,1281,2013-12-05T20:33:56.000Z,492,73,,565,2455.08,546.77,0.00,3001.85
288,1281,2014-01-03T23:56:43.000Z,491,14,,505,2450.09,104.86,0.00,2554.95
289,1281,2014-02-02T04:00:37.000Z,531,5,211,747,2649.69,37.45,1713.32,4400.46
290,1281,2014-03-03T07:53:36.000Z,509,133,222,864,2539.91,996.17,1802.64,5338.72
291,1281,2014-04-01T11:34:26.000Z,254,,17,271,1267.46,0.00,138.04,1405.50
292,1281,2014-05-01T22:00:28.000Z,513,85,4,602,2559.87,636.65,32.48,3229.00
293,1281,2014-05-30T22:54:02.000Z,511,19,,530,2549.89,142.31,0.00,2692.20
294,1281,2014-06-29T21:40:15.000Z,448,7,,455,2235.52,52.43,0.00,2287.95
