id,account_id,occurred_at,channel
128,1131,2016-09-09T16:42:29.000Z,direct
129,1131,2016-10-09T14:54:48.000Z,direct
130,1131,2016-11-07T04:55:33.000Z,direct
131,1131,2016-12-07T06:14:50.000Z,direct
132,1141,2016-09-24T03:05:59.000Z,direct
133,1141,2016-10-23T20:17:13.000Z,direct
134,1141,2016-11-22T20:35:48.000Z,direct
135,1141,2016-12-21T15:46:23.000Z,direct
136,1151,2016-12-30T04:31:50.000Z,direct
137,1161,2016-03-06T02:51:21.000Z,direct
138,1161,2016-04-05T21:34:46.000Z,direct
139,1161,2016-05-05T09:51:29.000Z,direct
140,1161,2016-06-04T08:56:13.000Z,direct
141,1161,2016-07-03T10:12:24.000Z,direct
142,1161,2016-08-01T17:32:47.000Z,direct
143,1161,2016-08-31T03:03:42.000Z,direct
144,1161,2016-09-29T07:40:17.000Z,direct
145,1161,2016-10-28T07:06:27.000Z,direct
146,1161,2016-11-26T12:47:01.000Z,direct
147,1161,2016-12-25T20:19:48.000Z,direct
148,1171,2016-08-24T20:21:20.000Z,direct
149,1171,2016-09-23T03:16:51.000Z,direct
150,1171,2016-10-22T17:44:31.000Z,direct
151,1171,2016-11-20T03:42:30.000Z,direct
152,1171,2016-12-20T18:00:34.000Z,direct
153,1181,2013-12-17T22:46:54.000Z,direct
154,1181,2014-01-16T12:14:22.000Z,direct
155,1181,2014-02-14T08:25:20.000Z,direct
156,1181,2014-03-16T04:28:46.000Z,direct
157,1181,2014-04-14T13:42:38.000Z,direct
158,1181,2014-05-14T05:23:01.000Z,direct
159,1181,2014-06-13T09:21:27.000Z,direct
160,1181,2014-07-13T15:16:23.000Z,direct
161,1181,2014-08-12T04:49:42.000Z,direct
162,1181,2014-09-10T19:05:00.000Z,direct
163,1181,2014-10-10T14:06:31.000Z,direct
164,1181,2014-11-09T21:36:20.000Z,direct
165,1181,2014-12-09T12:34:35.000Z,direct
166,1181,2015-01-08T06:56:59.000Z,direct
167,1181,2015-02-06T13:17:17.000Z,direct
168,1181,2015-03-08T06:03:51.000Z,direct
169,1181,2015-04-06T03:07:49.000Z,direct
170,1181,2015-05-06T13:25:32.000Z,direct
171,1181,2015-06-05T17:13:06.000Z,direct
172,1181,2015-07-04T20:45:36.000Z,direct
173,1181,2015-08-03T17:39:43.000Z,direct
174,1181,2015-09-01T08:50:27.000Z,direct
175,1181,2015-10-01T22:38:33.000Z,direct
176,1181,2015-10-31T08:42:52.000Z,direct
177,1181,2015-11-29T05:41:02.000Z,direct
178,1181,2015-12-28T11:09:56.000Z,direct
179,1181,2016-01-26T19:33:46.000Z,direct
180,1181,2016-02-25T17:02:56.000Z,direct
181,1181,2016-03-25T19:13:15.000Z,direct
182,1181,2016-04-24T16:35:36.000Z,direct
183,1181,2016-05-23T02:37:37.000Z,direct
184,1181,2016-06-22T05:21:09.000Z,direct
185,1181,2016-07-21T14:39:32.000Z,direct
186,1181,2016-08-19T22:21:09.000Z,direct
187,1181,2016-09-18T08:58:13.000Z,direct
188,1181,2016-10-18T09:36:08.000Z,direct
189,1181,2016-11-17T08:54:11.000Z,direct
190,1181,2016-12-17T21:55:03.000Z,direct
191,1191,2016-01-24T19:27:29.000Z,direct
192,1191,2016-02-23T10:10:54.000Z,direct
193,1191,2016-03-23T21:14:33.000Z,direct
194,1191,2016-04-22T02:48:25.000Z,direct
195,1191,2016-05-21T23:08:54.000Z,direct
196,1191,2016-06-20T21:11:15.000Z,direct
197,1191,2016-07-19T07:10:19.000Z,direct
198,1191,2016-08-18T16:02:29.000Z,direct
199,1191,2016-09-17T05:08:25.000Z,direct
200,1191,2016-10-16T19:03:26.000Z,direct
201,1191,2016-11-15T20:16:21.000Z,direct
202,1191,2016-12-15T20:19:47.000Z,direct
203,1201,2016-11-12T11:28:50.000Z,direct
204,1201,2016-12-11T05:36:36.000Z,direct
205,1211,2016-11-22T07:40:48.000Z,direct
206,1211,2016-12-21T23:18:36.000Z,direct
207,1221,2015-01-20T10:27:15.000Z,direct
208,1221,2015-02-18T15:26:53.000Z,direct
209,1221,2015-03-19T12:12:00.000Z,direct
210,1221,2015-04-17T11:27:17.000Z,direct
211,1221,2015-05-16T19:33:22.000Z,direct
212,1221,2015-06-15T08:11:12.000Z,direct
213,1221,2015-07-15T07:12:07.000Z,direct
214,1221,2015-08-14T09:40:52.000Z,direct
215,1221,2015-09-12T17:31:15.000Z,direct
216,1221,2015-10-11T13:06:10.000Z,direct
217,1221,2015-11-09T23:23:27.000Z,direct
218,1221,2015-12-08T16:32:01.000Z,direct
219,1221,2016-01-06T20:37:28.000Z,direct
220,1221,2016-02-04T20:02:52.000Z,direct
221,1221,2016-03-04T19:36:45.000Z,direct
222,1221,2016-04-03T19:06:52.000Z,direct
223,1221,2016-05-03T07:10:37.000Z,direct
224,1221,2016-06-01T21:28:50.000Z,direct
225,1221,2016-06-30T14:59:10.000Z,direct
226,1221,2016-07-29T22:44:37.000Z,direct
227,1221,2016-08-27T07:44:44.000Z,direct
228,1221,2016-09-26T18:06:43.000Z,direct
229,1221,2016-10-26T08:20:10.000Z,direct
230,1221,2016-11-25T07:58:21.000Z,direct
231,1221,2016-12-24T20:56:51.000Z,direct
232,1231,2016-02-26T03:06:10.000Z,direct
233,1231,2016-03-27T11:28:17.000Z,direct
234,1231,2016-04-26T16:58:23.000Z,direct
235,1231,2016-05-26T17:12:43.000Z,direct
236,1231,2016-06-25T12:21:04.000Z,direct
237,1231,2016-07-24T06:09:57.000Z,direct
238,1231,2016-08-23T15:21:38.000Z,direct
239,1231,2016-09-22T23:40:05.000Z,direct
240,1231,2016-10-21T22:50:17.000Z,direct
241,1231,2016-11-20T15:03:48.000Z,direct
242,1231,2016-12-20T13:52:13.000Z,direct
243,1241,2016-06-14T10:54:31.000Z,direct
244,1241,2016-07-13T12:55:39.000Z,direct
245,1241,2016-08-11T02:35:12.000Z,direct
246,1241,2016-09-09T17:48:36.000Z,direct
247,1241,2016-10-08T11:00:10.000Z,direct
248,1241,2016-11-07T06:21:19.000Z,direct
249,1241,2016-12-06T15:00:10.000Z,direct
250,1251,2013-12-11T20:17:01.000Z,direct
251,1251,2014-01-09T04:25:01.000Z,direct
252,1251,2014-02-07T20:47:16.000Z,direct
253,1251,2014-03-08T06:14:06.000Z,direct
254,1251,2014-04-07T10:30:19.000Z,direct
255,1251,2014-05-07T21:06:09.000Z,direct
256,1251,2014-06-06T15:42:18.000Z,direct
257,1251,2014-07-05T04:03:05.000Z,direct
258,1251,2014-08-04T19:28:13.000Z,direct
259,1251,2014-09-03T12:21:39.000Z,direct
260,1251,2014-10-02T23:05:36.000Z,direct
261,1251,2014-11-01T02:08:04.000Z,direct
262,1251,2014-12-01T09:11:22.000Z,direct
263,1251,2014-12-30T01:59:42.000Z,direct
264,1251,2015-01-28T10:03:50.000Z,direct
265,1261,2014-11-12T22:02:36.000Z,direct
266,1261,2014-12-11T02:24:13.000Z,direct
267,1261,2015-01-09T06:17:55.000Z,direct
268,1261,2015-02-07T17:56:41.000Z,direct
269,1261,2015-03-08T16:04:32.000Z,direct
270,1261,2015-04-07T12:41:00.000Z,direct
271,1261,2015-05-06T17:13:50.000Z,direct
272,1261,2015-06-04T01:24:01.000Z,direct
273,1261,2015-07-03T18:09:58.000Z,direct
274,1261,2015-08-02T23:16:24.000Z,direct
275,1261,2015-08-31T20:27:29.000Z,direct
276,1261,2015-09-29T11:37:17.000Z,direct
277,1261,2015-10-29T03:42:33.000Z,direct
278,1261,2015-11-27T01:30:24.000Z,direct
279,1261,2015-12-27T18:48:51.000Z,direct
280,1261,2016-01-26T03:17:09.000Z,direct
281,1261,2016-02-25T12:57:57.000Z,direct
282,1261,2016-03-26T09:05:06.000Z,direct
283,1261,2016-04-24T02:03:26.000Z,direct
284,1261,2016-05-23T17:58:17.000Z,direct
285,1261,2016-06-22T01:51:08.000Z,direct
286,1261,2016-07-21T09:21:22.000Z,direct
287,1261,2016-08-19T11:48:13.000Z,direct
288,1261,2016-09-18T03:56:55.000Z,direct
289,1261,2016-10-17T08:11:29.000Z,direct
290,1261,2016-11-15T18:50:54.000Z,direct
291,1261,2016-12-15T04:58:31.000Z,direct
292,1271,2015-10-28T11:49:13.000Z,direct
293,1271,2015-11-26T05:58:50.000Z,direct
294,1281,2013-12-05T20:17:50.000Z,direct
295,1281,2014-01-03T23:30:04.000Z,direct
296,1281,2014-02-02T03:37:48.000Z,direct
297,1281,2014-03-03T07:22:51.000Z,direct
298,1281,2014-04-01T11:31:59.000Z,direct
299,1281,2014-05-01T21:35:29.000Z,direct
300,1281,2014-05-30T22:51:30.000Z,direct
301,1281,2014-06-29T21:35:09.000Z,direct
302,1281,2014-07-28T16:18:04.000Z,direct
303,1281,2014-08-26T21:18:15.000Z,direct
304,1281,2014-09-25T04:23:10.000Z,direct
305,1281,2014-10-25T07:31:59.000Z,direct
306,1281,2014-11-24T16:19:54.000Z,direct
307,1281,2014-12-24T08:00:47.000Z,direct
308,1281,2015-01-23T07:12:33.000Z,direct
309,1281,2015-02-22T03:03:30.000Z,direct
310,1281,2015-03-24T15:41:00.000Z,direct
311,1281,2015-04-23T16:00:17.000Z,direct
312,1281,2015-05-22T01:50:00.000Z,direct
313,1281,2015-06-20T18:05:43.000Z,direct
314,1281,2015-07-20T00:49:18.000Z,direct
315,1281,2015-08-19T13:22:29.000Z,direct
316,1281,2015-09-18T07:38:41.000Z,direct
317,1281,2015-10-18T00:30:14.000Z,direct
318,1281,2015-11-16T17:20:19.000Z,direct
319,1281,2015-12-16T16:23:56.000Z,direct
320,1281,2016-01-15T06:57:05.000Z,direct
321,1281,2016-02-13T23:34:24.000Z,direct
322,1281,2016-03-14T21:18:54.000Z,direct
323,1281,2016-04-13T12:19:32.000Z,direct
324,1281,2016-05-13T09:12:03.000Z,direct
325,1281,2016-06-12T17:53:34.000Z,direct
326,1281,2016-07-12T19:18:28.000Z,direct
327,1281,2016-08-11T03:34:58.000Z,direct
328,1281,2016-09-10T14:41:17.000Z,direct
329,1281,2016-10-09T20:54:23.000Z,direct
330,1281,2016-11-08T15:23:03.000Z,direct
331,1281,2016-12-08T09:52:20.000Z,direct
332,1291,2015-05-06T01:25:32.000Z,direct
333,1291,2015-06-04T14:51:32.000Z,direct
334,1291,2015-07-04T19:07:16.000Z,direct
335,1291,2015-08-03T08:19:35.000Z,direct
336,1291,2015-09-01T16:25:01.000Z,direct
337,1291,2015-10-01T07:14:15.000Z,direct
338,1291,2015-10-30T02:30:46.000Z,direct
339,1291,2015-11-28T17:06:50.000Z,direct
340,1291,2015-12-27T05:22:54.000Z,direct
341,1291,2016-01-26T18:23:54.000Z,direct
342,1291,2016-02-25T09:14:58.000Z,direct
343,1291,2016-03-25T09:02:51.000Z,direct
344,1291,2016-04-23T15:43:35.000Z,direct
345,1291,2016-05-22T20:43:32.000Z,direct
346,1291,2016-06-20T02:27:56.000Z,direct
347,1291,2016-07-19T04:56:31.000Z,direct
348,1291,2016-08-18T07:43:50.000Z,direct
349,1291,2016-09-17T11:23:38.000Z,direct
350,1291,2016-10-17T08:27:11.000Z,direct
351,1291,2016-11-16T19:21:35.000Z,direct
352,1291,2016-12-15T09:14:53.000Z,direct
353,1301,2013-12-08T07:03:01.000Z,direct
354,1301,2014-01-07T01:15:29.000Z,direct
355,1301,2014-02-05T13:40:48.000Z,direct
356,1301,2014-03-06T13:16:29.000Z,direct
357,1301,2014-04-05T06:44:25.000Z,direct
358,1301,2014-05-04T11:34:58.000Z,direct
359,1301,2014-06-02T05:44:09.000Z,direct
360,1301,2014-07-01T10:17:48.000Z,direct
361,1301,2014-07-31T13:06:47.000Z,direct
362,1301,2014-08-30T04:23:55.000Z,direct
363,1301,2014-09-29T06:40:44.000Z,direct
364,1301,2014-10-28T02:46:48.000Z,direct
365,1301,2014-11-26T15:03:04.000Z,direct
366,1301,2014-12-26T02:28:48.000Z,direct
367,1301,2015-01-24T05:39:50.000Z,direct
368,1301,2015-02-22T08:11:49.000Z,direct
369,1301,2015-03-23T01:11:54.000Z,direct
370,1301,2015-04-21T21:41:17.000Z,direct
371,1301,2015-05-21T10:12:41.000Z,direct
372,1301,2015-06-20T05:43:18.000Z,direct
373,1301,2015-07-20T13:26:38.000Z,direct
374,1301,2015-08-19T00:17:57.000Z,direct
375,1301,2015-09-17T13:36:20.000Z,direct
376,1301,2015-10-16T21:01:11.000Z,direct
377,1301,2015-11-14T06:13:20.000Z,direct
378,1301,2015-12-13T20:44:51.000Z,direct
379,1301,2016-01-11T20:50:33.000Z,direct
380,1301,2016-02-09T09:07:43.000Z,direct
381,1301,2016-03-10T22:41:20.000Z,direct
382,1301,2016-04-08T00:56:54.000Z,direct
383,1301,2016-05-07T23:16:14.000Z,direct
384,1301,2016-06-05T13:07:22.000Z,direct
385,1301,2016-07-04T20:28:56.000Z,direct
386,1301,2016-08-02T06:11:39.000Z,direct
387,1301,2016-09-01T00:02:54.000Z,direct
388,1301,2016-10-01T23:53:06.000Z,direct
389,1301,2016-10-31T04:34:23.000Z,direct
390,1301,2016-11-29T20:43:48.000Z,direct
391,1301,2016-12-29T01:29:37.000Z,direct
392,1311,2016-07-07T13:47:48.000Z,direct
393,1311,2016-08-06T23:06:56.000Z,direct
394,1311,2016-09-05T21:33:51.000Z,direct
395,1311,2016-10-04T14:13:31.000Z,direct
396,1311,2016-11-03T22:39:14.000Z,direct
397,1311,2016-12-02T22:28:37.000Z,direct
398,1311,2017-01-01T05:19:38.000Z,direct
399,1321,2015-12-15T20:28:10.000Z,direct
400,1321,2016-01-13T12:59:38.000Z,direct
401,1321,2016-02-12T02:44:11.000Z,direct
402,1321,2016-03-12T05:02:22.000Z,direct
403,1321,2016-04-10T10:44:47.000Z,direct
404,1321,2016-05-10T07:40:33.000Z,direct
405,1321,2016-06-09T08:05:01.000Z,direct
406,1321,2016-07-08T00:34:54.000Z,direct
407,1321,2016-08-07T10:15:21.000Z,direct
408,1321,2016-09-05T08:54:58.000Z,direct
409,1321,2016-10-05T04:39:03.000Z,direct
410,1321,2016-11-03T02:51:57.000Z,direct
411,1321,2016-12-03T13:03:27.000Z,direct
412,1321,2017-01-01T09:26:38.000Z,direct
413,1331,2016-08-18T11:05:26.000Z,direct
414,1331,2016-09-16T08:02:27.000Z,direct
415,1331,2016-10-15T02:42:59.000Z,direct
416,1331,2016-11-14T13:32:25.000Z,direct
417,1331,2016-12-13T20:57:57.000Z,direct
418,1341,2016-08-28T11:25:50.000Z,direct
419,1341,2016-09-26T22:15:30.000Z,direct
420,1341,2016-10-26T00:11:01.000Z,direct
421,1341,2016-11-24T21:02:18.000Z,direct
422,1341,2016-12-23T17:48:09.000Z,direct
423,1351,2016-08-21T13:07:37.000Z,direct
424,1351,2016-09-19T11:49:52.000Z,direct
425,1351,2016-10-18T03:50:03.000Z,direct
426,1351,2016-11-16T21:29:57.000Z,direct
427,1351,2016-12-15T04:31:04.000Z,direct
428,1361,2016-09-01T02:32:39.000Z,direct
429,1361,2016-09-30T13:33:16.000Z,direct
430,1361,2016-10-29T22:31:40.000Z,direct
431,1361,2016-11-27T15:39:45.000Z,direct
432,1371,2015-08-15T13:11:58.000Z,direct
433,1371,2015-09-14T09:22:48.000Z,direct
434,1371,2015-10-14T15:27:18.000Z,direct
435,1371,2015-11-13T16:52:29.000Z,direct
436,1371,2015-12-12T13:13:51.000Z,direct
437,1371,2016-01-10T06:19:41.000Z,direct
438,1371,2016-02-09T10:30:29.000Z,direct
439,1371,2016-03-09T11:55:53.000Z,direct
440,1371,2016-04-07T03:22:06.000Z,direct
441,1371,2016-05-07T12:08:23.000Z,direct
442,1371,2016-06-06T13:15:38.000Z,direct
443,1371,2016-07-05T00:21:55.000Z,direct
444,1371,2016-08-04T11:00:30.000Z,direct
445,1371,2016-09-02T05:19:19.000Z,direct
446,1371,2016-10-02T08:00:21.000Z,direct
447,1371,2016-11-01T12:38:49.000Z,direct
448,1371,2016-12-01T00:31:50.000Z,direct
449,1371,2016-12-31T16:58:02.000Z,direct
450,1381,2016-11-12T12:10:53.000Z,direct
451,1381,2016-12-11T17:46:05.000Z,direct
452,1391,2016-10-07T19:54:44.000Z,direct
453,1391,2016-11-05T09:24:20.000Z,direct
454,1391,2016-12-04T00:21:19.000Z,direct
455,1401,2013-12-12T16:19:30.000Z,direct
456,1401,2014-01-11T15:32:51.000Z,direct
457,1401,2014-02-10T16:06:35.000Z,direct
458,1401,2014-03-11T12:32:25.000Z,direct
459,1401,2014-04-10T00:00:04.000Z,direct
460,1401,2014-05-10T20:16:56.000Z,direct
461,1401,2014-06-09T13:33:31.000Z,direct
462,1401,2014-07-09T22:52:44.000Z,direct
463,1401,2014-08-07T02:28:10.000Z,direct
464,1401,2014-09-05T07:08:38.000Z,direct
465,1401,2014-10-05T01:10:53.000Z,direct
466,1401,2014-11-03T03:01:09.000Z,direct
467,1401,2014-12-02T11:03:40.000Z,direct
468,1401,2015-01-01T18:29:33.000Z,direct
469,1401,2015-01-31T19:37:16.000Z,direct
470,1401,2015-03-01T12:11:18.000Z,direct
471,1401,2015-03-31T12:53:06.000Z,direct
472,1401,2015-04-29T07:08:34.000Z,direct
473,1401,2015-05-29T17:12:27.000Z,direct
474,1401,2015-06-28T11:22:10.000Z,direct
475,1401,2015-07-27T15:25:39.000Z,direct
476,1401,2015-08-26T12:40:02.000Z,direct
477,1401,2015-09-25T09:25:21.000Z,direct
478,1401,2015-10-25T21:49:37.000Z,direct
479,1401,2015-11-23T22:28:27.000Z,direct
480,1401,2015-12-23T10:17:08.000Z,direct
481,1401,2016-01-22T04:30:43.000Z,direct
482,1401,2016-02-20T18:31:47.000Z,direct
483,1401,2016-03-21T06:27:38.000Z,direct
484,1401,2016-04-19T02:54:54.000Z,direct
485,1401,2016-05-18T00:09:10.000Z,direct
486,1401,2016-06-16T02:53:33.000Z,direct
487,1401,2016-07-16T04:22:35.000Z,direct
488,1401,2016-08-15T06:49:31.000Z,direct
489,1401,2016-09-14T18:39:15.000Z,direct
490,1401,2016-10-14T13:07:24.000Z,direct
491,1401,2016-11-12T07:05:27.000Z,direct
492,1401,2016-12-12T03:32:29.000Z,direct
493,1411,2013-12-30T21:37:46.000Z,direct
494,1411,2014-01-29T20:56:34.000Z,direct
495,1411,2014-02-28T19:45:05.000Z,direct
496,1411,2014-03-30T18:24:29.000Z,direct
497,1411,2014-04-28T21:13:06.000Z,direct
498,1411,2014-05-27T20:43:08.000Z,direct
499,1411,2014-06-26T06:28:58.000Z,direct
500,1411,2014-07-26T15:44:03.000Z,direct
501,1411,2014-08-24T07:43:10.000Z,direct
502,1411,2014-09-23T13:02:09.000Z,direct
503,1411,2014-10-23T20:42:57.000Z,direct
504,1411,2014-11-21T09:55:43.000Z,direct
505,1411,2014-12-20T01:47:38.000Z,direct
506,1411,2015-01-19T20:32:35.000Z,direct
507,1411,2015-02-18T17:00:52.000Z,direct
508,1411,2015-03-19T20:50:39.000Z,direct
509,1411,2015-04-17T17:42:23.000Z,direct
510,1411,2015-05-16T22:58:02.000Z,direct
511,1411,2015-06-15T10:28:56.000Z,direct
512,1411,2015-07-14T03:19:08.000Z,direct
513,1411,2015-08-13T10:04:37.000Z,direct
514,1411,2015-09-11T14:42:38.000Z,direct
515,1411,2015-10-10T19:53:38.000Z,direct
516,1411,2015-11-08T09:20:50.000Z,direct
517,1411,2015-12-08T20:54:14.000Z,direct
518,1411,2016-01-06T08:34:58.000Z,direct
519,1411,2016-02-04T02:33:55.000Z,direct
520,1411,2016-03-05T22:59:52.000Z,direct
521,1411,2016-04-04T04:54:25.000Z,direct
522,1411,2016-05-03T23:53:26.000Z,direct
523,1411,2016-06-02T03:48:13.000Z,direct
524,1411,2016-07-02T10:04:20.000Z,direct
525,1411,2016-08-01T23:33:35.000Z,direct
526,1411,2016-08-31T20:48:44.000Z,direct
527,1411,2016-09-30T19:34:49.000Z,direct
528,1411,2016-10-29T22:28:39.000Z,direct
529,1411,2016-11-28T12:23:09.000Z,direct
530,1411,2016-12-28T04:05:11.000Z,direct
531,1421,2014-01-01T12:53:38.000Z,direct
532,1421,2014-01-30T12:16:14.000Z,direct
533,1421,2014-02-28T19:08:24.000Z,direct
534,1421,2014-03-30T00:36:42.000Z,direct
535,1421,2014-04-28T22:19:25.000Z,direct
536,1421,2014-05-28T01:27:57.000Z,direct
537,1421,2014-06-27T13:05:49.000Z,direct
538,1421,2014-07-26T21:06:13.000Z,direct
539,1421,2014-08-25T15:38:37.000Z,direct
540,1421,2014-09-24T06:00:18.000Z,direct
541,1421,2014-10-24T06:45:18.000Z,direct
542,1421,2014-11-23T04:04:26.000Z,direct
543,1421,2014-12-22T09:20:15.000Z,direct
544,1421,2015-01-20T15:00:59.000Z,direct
545,1421,2015-02-19T09:46:43.000Z,direct
546,1421,2015-03-20T16:58:00.000Z,direct
547,1421,2015-04-19T21:09:45.000Z,direct
548,1421,2015-05-19T03:34:53.000Z,direct
549,1421,2015-06-17T12:55:29.000Z,direct
550,1421,2015-07-17T13:34:12.000Z,direct
551,1421,2015-08-16T09:12:32.000Z,direct
552,1421,2015-09-15T17:54:29.000Z,direct
553,1421,2015-10-14T00:32:16.000Z,direct
554,1421,2015-11-13T08:55:37.000Z,direct
555,1421,2015-12-12T01:04:58.000Z,direct
556,1421,2016-01-10T22:16:20.000Z,direct
557,1421,2016-02-09T19:56:04.000Z,direct
558,1421,2016-03-10T05:02:28.000Z,direct
